offset,mean,median,hit_rate,n
4706,258.13813151563755,246.0,0.0,9976
4707,239.09669007021063,230.0,0.0,9970
4708,257.3390781563126,248.0,0.0,9980
4709,254.80160240360541,236,0.0,9985
4710,251.75238286344938,230,0.0,9967
4711,242.66078765407354,232,0.0,9979
4712,258.2123698959167,252.0,0.0,9992
4713,250.2822822822823,236.0,0.0,9990
4714,249.69892688797512,240,0.0,9971
4715,248.71488679623323,230.0,0.0,9982
4716,248.83233173076923,230.0,0.0,9984
4717,244.94891826923077,232.0,0.0,9984
4718,268.1468110709988,254.0,0.0,9972
4719,247.4683214893404,240,0.0,9991
4720,257.63732959101844,240.0,0.0,9976
4721,247.8552961218559,240,0.0,9979
4722,254.6608556256888,240,0.0,9981
4723,260.23499949914856,248,0.0,9983
4724,269.76255890905446,252,0.0,9973
4725,252.37148292780614,240,0.0,9987
4726,257.79099388225853,240,0.0,9971
4727,255.1310786471883,248.0,0.0,9994
4728,247.76394033436782,240,0.0,9989
4729,255.11249123509967,246,0.0,9983
4730,250.59052199178439,238,0.0,9981
4731,246.94707297514034,234.0,0.0,9976
4732,261.9961942914372,254,0.0,9985
4733,251.55259467040673,240.0,0.0,9982
4734,255.99038557836755,240,0.0,9985
4735,238.0800480288173,228.0,0.0,9994
4736,244.6525177695465,236,0.0,9989
4737,248.82535549769676,236.0,0.0,9986
4738,255.9020334568767,238,0.0,9983
4739,239.91997593261132,228.0,0.00010028078620136381,9972
4740,265.78131571042354,252,0.0,9987
4741,258.9022360373007,248,0.0,9973
4742,261.0378454144974,246.0,0.0,9988
4743,255.37025888019267,238.0,0.0,9966
4744,246.61939772383926,230,0.0,9929
4745,249.2743114672008,236,0.0,9985
4746,248.09156481667,232.0,0.0,9982
4747,263.80756496438244,242,0.0,9967
4748,266.5624060150376,254,0.0,9975
4749,257.37014028056115,248.0,0.0,9980
4750,245.65301832015217,240,0.0,9989
4751,254.90961923847695,242.0,0.0,9980
4752,243.58305797536798,236,0.0,9987
4753,254.59787617711882,246.0,0.0,9982
4754,252.04374435637604,236,0.0,9967
4755,245.9562512542645,230.0,0.00010034115994380895,9966
4756,253.05556111722896,240,0.0,9989
4757,257.2866165413534,240,0.0,9975
4758,256.6372657111356,244,0.0,9977
4759,259.76266773482877,246.0,0.0,9986
4760,248.96876876876877,240.0,0.0,9990
4761,246.1351080864692,236.0,0.0,9992
4762,247.94305764411027,236,0.0,9975
4763,257.22415865384613,246.0,0.0,9984
4764,245.11037593984963,234,0.0,9975
4765,255.48963860246272,246,0.0,9989
4766,257.67230846269405,246,0.0,9985
4767,257.8778044871795,246.0,0.0,9984
4768,250.60068122620717,240.0,0.0,9982
4769,266.96391339214114,254.0,0.0,9976
4770,257.4715129668569,248,0.0,9987
4771,252.78637956935404,240,0.0,9985
4772,240.9943865276664,230.0,0.0,9976
4773,257.7105658487732,248,0.0,9985
4774,246.1077400620807,236,0.0,9987
4775,243.79857701172463,232,0.0,9979
4776,252.29555466559873,240.0,0.0,9988
4777,245.68705576133746,236,0.0,9989
4778,245.2804804804805,236.0,0.0,9990
4779,259.6920920920921,248.0,0.0,9990
4780,250.09608647783006,240,0.0,9991
4781,246.84263247520786,236,0.0,9983
